id,pid,url,host,keywords,label
481,471,http://product.tech.163.com/mobile/brand/000O00ED.html,product.tech.163.com,mobile|brand,诺基亚
482,471,http://product.tech.163.com/mobile/brand/000O00GN.html,product.tech.163.com,mobile|brand,三星
483,471,http://product.tech.163.com/mobile/brand/000O00De.html,product.tech.163.com,mobile|brand,摩托罗拉
484,471,http://product.tech.163.com/mobile/brand/000O00GX.html,product.tech.163.com,mobile|brand,索爱
485,471,http://product.tech.163.com/mobile/brand/000O00EA.html,product.tech.163.com,mobile|brand,苹果
486,335,http://gz.house.163.com/,gz.house.163.com,,房产
487,486,http://gz.house.163.com/news/,gz.house.163.com,news,新闻
488,486,http://gz.house.163.com/newhouse/,gz.house.163.com,newhouse,新房
489,486,http://gz.house.163.com/special/00873GNJ/zsyw.html,gz.house.163.com,special|zsyw,租房
490,486,http://gz.house.163.com/credit/#fd,gz.house.163.com,credit,房贷
491,486,http://gz.house.163.com/money/,gz.house.163.com,money,投资
492,486,http://gz.house.163.com/home/,gz.house.163.com,home,家居
493,486,http://gz.house.163.com/fitments/,gz.house.163.com,fitments,装修
494,486,http://gz.house.163.com/fengshui/,gz.house.163.com,fengshui,风水
495,486,http://bbs.gz.house.163.com/,bbs.gz.house.163.com,,论坛
496,486,http://gz.house.163.com/blog/,gz.house.163.com,blog,博客
497,486,http://gz.house.163.com/ztlist/,gz.house.163.com,ztlist,专题
498,335,http://book.163.com/,book.163.com,,读书
499,498,http://data.book.163.com,data.book.163.com,,书库
500,498,http://book.163.com/rank,book.163.com,rank,排行榜
501,498,http://book.163.com/special/00923KMN/shuxun_more.html,book.163.com,special|shuxun_more,书讯
502,498,http://book.163.com/special/00923KMN/shuping.html,book.163.com,special|shuping,书评
503,498,http://book.163.com/special/00923KMN/wenzhai.html,book.163.com,special|wenzhai,文摘
504,498,http://book.163.com/special/00923KMN/yueduketing.html,book.163.com,special|yueduketing,访谈
505,498,http://blog.163.com/book.html,blog.163.com,book,读书博客
506,498,http://bbs.culture.163.com/,bbs.culture.163.com,,文化论坛
507,498,http://book.163.com/special/00923KMN/jingcaishipin.html,book.163.com,special|jingcaishipin,视频
508,498,http://m.163.com/bookapp/,m.163.com,bookapp,网易读书客户端
509,335,http://game.163.com/,game.163.com,,游戏
510,509,http://game.163.com/xin/,game.163.com,xin,新网游
511,509,http://product.game.163.com/,product.game.163.com,,找游戏
512,509,http://product.game.163.com/n/gtimeod.html,product.game.163.com,n|gtimeod,测试表
513,509,http://ka.game.163.com/,ka.game.163.com,,新游抢号
514,509,http://bbs.game.163.com/,bbs.game.163.com,,论坛
515,509,http://game.163.com/wow,game.163.com,wow,魔兽世界
516,509,http://game.163.com/tx2,game.163.com,,天下贰
517,509,http://game.163.com/xyq,game.163.com,xyq,梦幻西游
518,509,http://game.163.com/jx3,game.163.com,,剑侠情缘3
519,509,http://game.163.com/mhzx,game.163.com,mhzx,梦幻诛仙
520,335,http://edu.163.com/,edu.163.com,,教育
521,520,http://edu.163.com/special/00293HDB/toutiaolist.html,edu.163.com,special|toutiaolist,要闻
522,520,http://edu.163.com/special/00293HDB/jiaoyushiping.html,edu.163.com,special|jiaoyushiping,时评
523,520,http://edu.163.com/special/00293HDB/jiaoyuchanyerenwu.html,edu.163.com,special|jiaoyuchanyerenwu,教育先锋
524,520,http://edu.163.com/gaokao/,edu.163.com,gaokao,高考
525,520,http://edu.163.com/kaoyan/,edu.163.com,kaoyan,考研
526,520,http://edu.163.com/special/00293HDB/gongwuyuan1list.html,edu.163.com,special,公务员
527,520,http://edu.163.com/special/00293HDB/english000.html,edu.163.com,special,英语
528,520,http://edu.163.com/liuxue/,edu.163.com,liuxue,出国留学
529,520,http://bbs.education.163.com/,bbs.education.163.com,,教育论坛
530,520,http://daxue.163.com/,daxue.163.com,,校园
531,520,http://edu.163.com/peixun/,edu.163.com,peixun,职业培训
532,520,http://kids.163.com/,kids.163.com,,青少儿
533,335,http://travel.163.com/,travel.163.com,,旅游
534,533,http://travel.163.com/special/00063K6K/internal_play.html,travel.163.com,special|internal_play,国内
535,533,http://travel.163.com/special/00063K6K/plight_play.html,travel.163.com,special|plight_play,出境
536,533,http://travel.163.com/special/00063K6K/idiomatical.html,travel.163.com,special|idiomatical,主题游
537,533,http://travel.163.com/special/00063K6K/tourist_party.html,travel.163.com,special|tourist_party,港澳台
538,533,http://travel.163.com/special/00063K6K/tjjipiao.html,travel.163.com,special|tjjipiao,机票
539,533,http://travel.163.com/special/00063K6K/hotel_more.html,travel.163.com,special|hotel_more,酒店
540,533,http://travel.163.com/special/00063K6K/travel_lx.html,travel.163.com,special|travel_lx,线路
541,533,http://travel.163.com/special/00063K6K/travel_hy.html,travel.163.com,special|travel_hy,资讯
542,533,http://travel.163.com/special/00063K6K/interview.html,travel.163.com,special|interview,访谈
543,533,http://travel.163.com/special/00063K6K/outdoor.html,travel.163.com,special|outdoor,户外
544,533,http://travel.163.com/special/00063K6K/equipment.html,travel.163.com,special|equipment,装备
545,533,http://travel.163.com/special/00063K6K/travel_ent.html,travel.163.com,special|travel_ent,娱乐
546,533,http://travel.163.com/special/00063K6K/cate.html,travel.163.com,special|cate,美食
547,533,http://travel.163.com/special/00063K6K/travel_shopping.html,travel.163.com,special|travel_shopping,购物
548,533,http://travel.163.com/special/00063K6K/fallow.html,travel.163.com,special|fallow,休闲
549,335,http://jiu.163.com,jiu.163.com,,酒香
550,549,http://product.jiu.163.com/brand/all.html,product.jiu.163.com,brand|all,酒品大全
551,549,http://product.jiu.163.com/search/index.html,product.jiu.163.com,search,酒品检索
552,549,http://jiu.163.com/news/,jiu.163.com,news,资讯
553,549,http://jiu.163.com/manage/,jiu.163.com,manage,经营之道
554,549,http://jiu.163.com/finance/,jiu.163.com,finance,酒市财经
555,549,http://jiu.163.com/culture/,jiu.163.com,culture,酒文化
556,549,http://jiu.163.com/fun/,jiu.163.com,fun,趣事
557,549,http://jiu.163.com/pic/,jiu.163.com,pic,酒图
558,549,http://jiu.163.com/health/,jiu.163.com,health,饮酒健康
559,549,http://jiu.163.com/taste/,jiu.163.com,taste,品鉴
560,549,http://jiu.163.com/cover/,jiu.163.com,cover,访谈
561,335,http://jiu.163.com/review/,jiu.163.com,review,专家点评
562,561,http://jiu.163.com/wine/,jiu.163.com,wine,葡萄酒
563,335,http://gongyi.163.com/,gongyi.163.com,,公益
564,563,http://gongyi.163.com/special/00933KIR/lshb.html,gongyi.163.com,special|lshb,绿色环保
565,563,http://gongyi.163.com/special/00933KIR/gyhd.html,gongyi.163.com,special|gyhd,公益活动
566,563,http://gongyi.163.com/special/00933KIR/gyrw.html,gongyi.163.com,special|gyrw,公益明星
567,563,http://gongyi.163.com/special/00933KIR/gyjj.html,gongyi.163.com,special|gyjj,公益聚焦
568,563,http://gongyi.163.com/special/00933KIR/gyrsj.html,gongyi.163.com,special|gyrsj,公益观察
569,563,http://bbs.news.163.com/list/axgy.html,bbs.news.163.com,axgy,公益论坛
570,563,http://gongyi.163.com/special/00933KIR/gybk.html,gongyi.163.com,special|gybk,公益博客
571,563,http://gongyi.163.com/special/00933KIR/gyts.html,gongyi.163.com,special|gyts,公益贴士
572,563,http://gongyi.163.com/special/00933KIR/qycsrxd.html,gongyi.163.com,special|qycsrxd,CSR行动
573,563,http://gongyi.163.com/special/00933KIR/ngozzxd.html,gongyi.163.com,special|ngozzxd,NGO行动
574,335,http://daxue.163.com/,daxue.163.com,,校园
575,574,http://daxue.163.com/special/00913HUG/information.html,daxue.163.com,special|information,高校看台
576,574,http://daxue.163.com/special/00913HUG/news.html,daxue.163.com,special|news,校园热闻
577,574,http://daxue.163.com/special/0091sp/zhaopin.html,daxue.163.com,special|zhaopin,校园招聘
578,574,http://daxue.163.com/special/00913HUG/ING.html,daxue.163.com,special|ING,网易ING
579,574,http://daxue.163.com/special/00913HUG/scholar.html,daxue.163.com,special|scholar,名师
580,574,http://daxue.163.com/special/00913HUG/BBS.html,daxue.163.com,special|BBS,BBS
581,574,http://bbs.education.163.com,bbs.education.163.com,,论坛
582,574,http://daxue.163.com/special/00913HUG/video.html,daxue.163.com,special|video,拍客
583,574,http://daxue.163.com/special/00913HUG/emotion.html,daxue.163.com,special|emotion,情感
584,574,http://daxue.163.com/special/00913HUG/fashion.html,daxue.163.com,special|fashion,时尚
585,574,http://daxue.163.com/special/00913HUG/fun.html,daxue.163.com,special|fun,玩乐
586,574,http://daxue.163.com/special/00913HUG/abroad.html,daxue.163.com,special|abroad,海外
587,574,http://daxue.163.com/special/00913HUG/entertainment.html,daxue.163.com,special|entertainment,热图
588,335,http://media.163.com/,media.163.com,,传媒
589,588,http://media.163.com/special/00763N53/djgc.html,media.163.com,special|djgc,独家观察
590,588,http://media.163.com/special/00763N54/zbft.html,media.163.com,special|zbft,媒体领袖
591,588,http://media.163.com/special/00763N4Q/mtpl.html,media.163.com,special|mtpl,媒体评论
592,588,http://media.163.com/special/00763N4O/cmcy.html,media.163.com,special|cmcy,传媒产业
593,588,http://media.163.com/special/00762B70/cmyjmore.html,media.163.com,special|cmyjmore,传媒研究
594,588,http://media.163.com/special/00762B70/cmzcmore.html,media.163.com,special|cmzcmore,传媒职场
595,588,http://media.163.com/special/00762B70/mthdmore.html,media.163.com,special|mthdmore,媒体活动
596,588,http://media.163.com/special/00762B70/wycmdtmore.html,media.163.com,special|wycmdtmore,网易真相
597,588,http://media.163.com/special/00763N55/mttj.html,media.163.com,special|mttj,媒体推荐
598,335,http://v.163.com/,v.163.com,,视频
599,598,http://v.163.com/zixun/,v.163.com,zixun,资讯
600,598,http://v.163.com/yule/,v.163.com,yule,娱乐
601,598,http://v.163.com/zongyi/,v.163.com,zongyi,综艺
602,598,http://v.163.com/paike/,v.163.com,paike,拍客
603,598,http://v.163.com/jishi/,v.163.com,jishi,纪录片
604,598,http://v.163.com/mv/,v.163.com,mv,MV
605,598,http://open.163.com/,open.163.com,,网易公开课
606,598,http://v.163.com/special/,v.163.com,special,专题
607,598,http://v.163.com/special/rank_all/,v.163.com,special|rank_all,排行榜
608,598,http://study.163.com/,study.163.com,,网易云课堂
609,335,http://bbs.163.com/,bbs.163.com,,论坛
610,609,http://bbs.news.163.com/list/shishi.html,bbs.news.163.com,shishi,时事
611,609,http://bbs.news.163.com/list/society.html,bbs.news.163.com,society,社会
612,609,http://bbs.news.163.com/list/photo.html,bbs.news.163.com,photo,贴图
613,609,http://bbs.news.163.com/list/wsyz.html,bbs.news.163.com,wsyz,网事
614,609,http://bbs.money.163.com/list/agu.html,bbs.money.163.com,agu,A股
615,609,http://bbs.local.163.com/list/bjpiao.html,bbs.local.163.com,bjpiao,北漂
616,609,http://bbs.travel.163.com/list/youji.html,bbs.travel.163.com,youji,游记
617,609,http://bbs.ent.163.com/list/bagua.html,bbs.ent.163.com,bagua,八卦
618,609,http://bbs.ent.163.com/list/movie.html,bbs.ent.163.com,movie,影视
619,609,http://bbs.lady.163.com/list/beautify.html,bbs.lady.163.com,beautify,花窝
620,609,http://bbs.lady.163.com/list/danshenmm.html,bbs.lady.163.com,danshenmm,单身
621,609,http://bbs.tech.163.com/list/tech02.html,bbs.tech.163.com,,IT爆料
622,609,http://club.auto.163.com/list/auto_aaac.html,club.auto.163.com,auto_aaac,车迷
623,609,http://bbs.gz.house.163.com/list/myhome.html,bbs.gz.house.163.com,myhome,家居
624,609,http://digibbs.tech.163.com/list/digi_people.html,digibbs.tech.163.com,digi_people,达人
625,609,http://club.tech.163.com/list/mobile_blat.html,club.tech.163.com,mobile_blat,玩机
626,335,http://blog.163.com/,blog.163.com,,博客
627,626,http://blog.163.com/focus.html,blog.163.com,,社会
628,626,http://blog.163.com/style.html,blog.163.com,style,生活
629,626,http://blog.163.com/history.html,blog.163.com,history,历史
630,626,http://blog.163.com/music.html,blog.163.com,music,文艺
631,626,http://blog.163.com/book.html,blog.163.com,book,读书
632,626,http://ent.163.com/blog/,ent.163.com,blog,明星
633,626,http://blog.163.com/movie.html,blog.163.com,movie,电影
634,626,http://blog.163.com/science.html,blog.163.com,science,科学
635,626,http://blog.163.com/finance.html,blog.163.com,finance,财经
636,626,http://news.163.com/special/00011232/militaryblog09.html,news.163.com,special,军事
637,626,http://blog.163.com/it.html,blog.163.com,it,IT
638,626,http://blog.163.com/blogger.html,blog.163.com,blogger,名博
639,335,http://m.163.com/?sitemap,m.163.com,,应用
640,639,http://m.163.com/iphone/?sitemap,m.163.com,iphone,iPhone
641,639,http://m.163.com/android/?sitemap,m.163.com,android,Android
642,639,http://m.163.com/s60v3/?sitemap,m.163.com,,塞班V3
643,639,http://m.163.com/s60v5/?sitemap,m.163.com,,塞班V5
644,639,http://m.163.com/java/?sitemap,m.163.com,java,Java
645,639,http://m.163.com/iphone/subject/list@all.html?sitemap,m.163.com,iphone|subject|list@all,iPhone专题
646,639,http://m.163.com/android/subject/list@all.html?sitemap,m.163.com,android|subject|list@all,Android专题
647,639,http://m.163.com/mobileapp/?sitemap,m.163.com,mobileapp,客户端下载
648,335,http://email.163.com/?sitemap,email.163.com,,网易免费邮
649,648,http://mail.163.com/?sitemap,mail.163.com,,163邮箱
650,648,http://www.126.com/?sitemap,www.126.com,,126邮箱
651,648,http://www.yeah.net/?sitemap,www.yeah.net,,yeah邮箱
652,648,http://qiye.163.com/?sitemap,qiye.163.com,,网易企业邮箱
653,648,http://vip.163.com/?sitemap,vip.163.com,,VIP163尊贵邮
654,648,http://www.188.com/?sitemap,www.188.com,,188财富邮
655,648,http://vip.126.com/?sitemap,vip.126.com,,VIP126尊享邮
656,335,http://nie.163.com/?sitemap,nie.163.com,,西游MMOG
657,656,http://xyq.163.com/?sitemap,xyq.163.com,,梦幻西游
658,656,http://xy2.163.com/?sitemap,xy2.163.com,,大话西游Ⅱ
659,656,http://xy3.163.com/?sitemap,xy3.163.com,,大话西游3
660,656,http://pk.163.com/?sitemap,pk.163.com,,战歌
661,656,http://csxy.163.com/?sitemap,csxy.163.com,,创世西游
662,335,http://nie.163.com/?sitemap,nie.163.com,,大唐MMOG
663,662,http://dt.163.com/?sitemap,dt.163.com,,大唐豪侠
664,662,http://dt2.163.com/?sitemap,dt2.163.com,,大唐无双new!
665,335,http://nie.163.com/?sitemap,nie.163.com,,更多MMOG
666,665,http://tx2.163.com/?sitemap,tx2.163.com,,天下3new!
667,665,http://ff.163.com/?sitemap,ff.163.com,,迷幻王子
668,665,http://qn.163.com/?sitemap,qn.163.com,,倩女幽魂new!
669,665,http://mc.163.com/?sitemap,mc.163.com,,牧场精灵new!
670,665,http://itown.163.com/?sitemap,itown.163.com,,iTown
671,665,http://wh.163.com/?sitemap,wh.163.com,,武魂new!
672,335,http://nie.163.com/?sitemap,nie.163.com,,休闲游戏
673,672,http://st.163.com/?sitemap,st.163.com,,疯狂石头
674,672,http://fj.163.com/?sitemap,fj.163.com,,富甲西游
675,672,http://ball.163.com/?sitemap,ball.163.com,,篮球也疯狂
676,672,http://popogame.163.com/?sitemap,popogame.163.com,,泡泡游戏
677,672,http://xyc.163.com/?sitemap,xyc.163.com,,卡牌对决new!
678,335,http://nie.163.com/?sitemap,nie.163.com,,网页游戏
679,678,http://rich.163.com/?sitemap,rich.163.com,,富甲西游new!
680,678,http://zg.163.com/?sitemap,zg.163.com,,战国风云new!
681,335,http://nie.163.com/?sitemap,nie.163.com,,战网平台
682,681,http://www.warcraftchina.com/?sitemap,www.warcraftchina.com,,魔兽世界
683,681,http://www.battlenet.com.cn/?sitemap,www.battlenet.com.cn,,战网
684,335,http://nie.163.com/?sitemap,nie.163.com,,游戏助手
685,684,http://ekey.163.com/?sitemap,ekey.163.com,,将军令
686,684,http://nie.163.com/2007/mibaoka/?sitemap,nie.163.com,mibaoka,密宝卡
687,684,http://cbg.163.com//?sitemap,cbg.163.com,,藏宝阁
688,684,http://cc.163.com/?sitemap,cc.163.com,,网易CCnew!
689,684,http://uu.163.com/,uu.163.com,,网易UU加速器new!
690,335,http://www.youdao.com/,www.youdao.com,,搜索服务
691,690,http://www.youdao.com/,www.youdao.com,,网页
692,690,http://image.youdao.com/,image.youdao.com,,图片
693,690,http://news.youdao.com/,news.youdao.com,,热闻
694,690,http://dict.youdao.com/,dict.youdao.com,,词典
695,690,http://gouwu.youdao.com/,gouwu.youdao.com,,购物
696,690,http://video.youdao.com,video.youdao.com,,视频
697,335,http://www.youdao.com/,www.youdao.com,,工具与应用
698,697,http://cidian.youdao.com/,cidian.youdao.com,,词典
699,697,http://m.youdao.com/help/p_cidian.html,m.youdao.com,help|p_cidian,手机词典
700,697,http://note.youdao.com/,note.youdao.com,,云笔记
701,697,http://co.youdao.com/,co.youdao.com,,云协作new!
702,697,http://zhushou.youdao.com/,zhushou.youdao.com,,购物助手
703,697,http://toolbar.youdao.com/,toolbar.youdao.com,,工具栏
704,697,http://fanfan.youdao.com/,fanfan.youdao.com,,饭饭new!
705,335,http://fanyi.youdao.com/web2/,fanyi.youdao.com,,网页翻译
706,335,http://www.youdao.com/,www.youdao.com,,其它服务
707,706,http://fanyi.youdao.com/,fanyi.youdao.com,,翻译
708,706,http://f.youdao.com/,f.youdao.com,,专业翻译new!
709,706,http://gouwu.youdao.com/fanxian/,gouwu.youdao.com,fanxian,返现
710,706,http://zhekou.youdao.com/,zhekou.youdao.com,,精品折扣
711,706,http://reader.youdao.com/,reader.youdao.com,,阅读
712,706,http://shuqian.youdao.com/,shuqian.youdao.com,,书签
713,706,http://hao.163.com/,hao.163.com,,网址导航
714,706,http://m.youdao.com/helps/index.html,m.youdao.com,helps,手机
715,335,http://help.3g.163.com/?sitemap,help.3g.163.com,,手机网易
716,715,http://help.3g.163.com/news/?sitemap,help.3g.163.com,news,看新闻
717,715,http://help.3g.163.com/comment/?sitemap,help.3g.163.com,comment,跟贴盖楼
718,715,http://help.3g.163.com/mail/?sitemap,help.3g.163.com,mail,收邮件
719,715,http://help.3g.163.com/youdao/?sitemap,help.3g.163.com,youdao,移动搜索
720,715,http://help.3g.163.com/stock/?sitemap,help.3g.163.com,stock,查股票
721,715,http://help.3g.163.com/bbs/?sitemap,help.3g.163.com,bbs,泡论坛
722,715,http://help.3g.163.com/live/?sitemap,help.3g.163.com,live,观NBA
723,335,http://help.3g.163.com/book/?sitemap,help.3g.163.com,book,手机读书
724,723,http://help.3g.163.com/blog/?sitemap,help.3g.163.com,blog,写博客
725,723,http://help.3g.163.com/game/?sitemap,help.3g.163.com,game,网易游戏
726,723,http://help.3g.163.com/box/?sitemap,help.3g.163.com,box,生活百宝箱
727,335,http://m.youdao.com/helps/index.html,m.youdao.com,helps,有道手机
728,727,http://m.youdao.com/help/cidian,m.youdao.com,help|cidian,手机词典
729,727,http://m.youdao.com/help/zhushou,m.youdao.com,help|zhushou,购物助手new!
730,727,http://m.note.youdao.com/noteproxy/download,m.note.youdao.com,noteproxy|download,有道云笔记new!
731,727,http://m.youdao.com/help/websearch,m.youdao.com,help|websearch,网页搜索
732,727,http://m.youdao.com/help/imagesearch,m.youdao.com,help|imagesearch,图片搜索
733,727,http://m.youdao.com/help/newssearch,m.youdao.com,help|newssearch,热闻
734,727,http://m.youdao.com/help/fanyi,m.youdao.com,help|fanyi,翻译
735,727,http://m.youdao.com/help/dictsearch,m.youdao.com,help|dictsearch,词典
736,335,http://m.youdao.com/help/shopping,m.youdao.com,help|shopping,购物
737,736,http://m.youdao.com/help/reader,m.youdao.com,help|reader,阅读
738,736,http://m.youdao.com/help/weather,m.youdao.com,help|weather,天气
739,736,http://m.youdao.com/help/linke,m.youdao.com,help|linke,导航
740,736,http://m.youdao.com/help/wordnote,m.youdao.com,help|wordnote,单词本
741,335,http://www.163.com/,www.163.com,,服务平台
742,741,http://reg.163.com/?sitemap,reg.163.com,,通行证
743,741,https://epay.163.com/index.jsp?sitemap,epay.163.com,,网易宝
744,741,http://photo.163.com/?sitemap,photo.163.com,,免费相册
745,741,http://card.163.com/?sitemap,card.163.com,,贺卡
746,741,http://ditu.youdao.com/?sitemap,ditu.youdao.com,,地图
747,741,http://3g.163.com/?sitemap,3g.163.com,,手机网易网
748,741,http://114.163.com/?sitemap,114.163.com,,网易黄页
749,335,http://www.163.com/,www.163.com,,电子商务
750,749,http://caipiao.163.com/?sitemap,caipiao.163.com,,彩票
751,749,http://baoxian.163.com?sitemap,baoxian.163.com,,保险
752,749,http://mall.163.com/?sitemap,mall.163.com,,商城
753,749,http://ecard.163.com/script/index?sitemap,ecard.163.com,script,购卡直通车
754,749,http://quan.163.com/?from=sitemapservice,quan.163.com,,优惠券new!
755,749,http://fanxian.youdao.com/?sitemap,fanxian.youdao.com,,返现
756,749,http://aipai.163.com/?sitemap,aipai.163.com,,爱拍
757,335,http://baojian.163.com/#from=bjpsitemap,baojian.163.com,,保健品
758,757,http://piao.163.com/#from=sitmap,piao.163.com,,电影票
759,757,http://www.kaola.com/?utm_source=163MH&utm_campaign=SC-menhu-guding1,www.kaola.com,,考拉海购new!
760,335,http://www.163.com/,www.163.com,,社区论坛
761,760,http://blog.163.com/?sitemap,blog.163.com,,博客
762,760,http://bbs.163.com/?sitemap,bbs.163.com,,论坛
763,760,http://yuehui.163.com/?sitemap,yuehui.163.com,,同城约会
764,760,http://idj.163.com/?sitemap,idj.163.com,,全民DJ
765,760,http://dream.163.com/?sitemap,dream.163.com,,梦幻人生
766,760,http://pp.163.com/?sitemap,pp.163.com,,网易摄影
767,760,http://www.lofter.com/?sitemap,www.lofter.com,,LOFTERnew!
768,335,http://istyle.163.com/?sitemap,istyle.163.com,,iStylenew!
769,768,http://love.163.com/#from=sitemap,love.163.com,,花田new!
770,768,http://y.163.com/download/index,y.163.com,download,网易美聊new!
771,335,http://www.163.com/,www.163.com,,通讯联络
772,771,http://popo.163.com/?sitemap,popo.163.com,,POPO
773,771,http://cc.163.com/?sitemap,cc.163.com,,网易CC语音new!
774,771,http://email.163.com/?sitemap,email.163.com,,邮箱
775,771,http://m.123.163.com/?SitemapBanner&utm_source=sitemap&utm_medium=banner&utm_campaign=indomain,m.123.163.com,,网易手机邮
776,335,http://www.163.com/,www.163.com,,个性服务
777,776,http://haoma.163.com/?sitemap,haoma.163.com,,网易靓号new!
778,776,http://yxp.163.com/?sitemap,yxp.163.com,,印像派
779,776,http://sy.163.com/?sitemap,sy.163.com,,网易闪印new!
780,776,http://a.youdao.com/?sitemap,a.youdao.com,,有道搜索推广
781,776,http://emarketing.biz.163.com/?sitemap,emarketing.biz.163.com,,网络营销
782,776,http://j.news.163.com/,j.news.163.com,,网易荐新闻new!
783,335,http://www.163.com/,www.163.com,,客户端产品
784,783,http://soft.163.com/?sitemap,soft.163.com,,软件管理器
785,783,http://mail.163.com/client/dl.html?from=mail27,mail.163.com,client|dl,邮箱大师new!
786,783,http://cidian.youdao.com/?sitemap,cidian.youdao.com,,有道词典
787,783,http://note.youdao.com/?sitemap,note.youdao.com,,有道云笔记new!
788,783,http://popo.163.com/download.jsp?sitemap,popo.163.com,download,POPO-2011new!
789,783,http://cc.163.com/download.html?sitemap,cc.163.com,download,CC语音1.2new!
790,335,http://m.163.com/?sitemap,m.163.com,,手机应用汇new!
791,790,http://61.163.com/?from=sitemap1,61.163.com,,网易识字new!
792,790,http://fanfan.youdao.com/?from=sitemap1,fanfan.youdao.com,,饭饭new!
793,790,http://yuedu.163.com/?act=rdsitemap_20130122_01,yuedu.163.com,,网易云阅读new!
